IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300025384,Aquatic,Non-marine Saline and Alkaline,222630,102982,2314,103994,19.12370996
3300007921,Host-associated,Human,591406,434142,326292,445463,19.12100677
3300017548,Terrestrial,Soil,480077,161958,87585,217180,19.11479273
3300013392,Aquatic,Freshwater,413637,85674,6338,90487,19.11361343
3300025683,Engineered,Wastewater,477814,284176,66826,293705,19.11083679
3300025358,Aquatic,Freshwater,481865,84427,2884,85656,19.1081562
3300027958,Engineered,Bioremediation,430493,104502,9404,108112,19.10267824
3300014869,Aquatic,Marine,430831,20378,3474,21838,19.10075394
3300009703,Aquatic,Marine,463161,142530,8888,144985,19.09983077
3300027640,Terrestrial,Deep subsurface,389030,246179,36325,256829,19.09610144
3300025449,Aquatic,Freshwater,459152,47972,4446,49853,19.09578703
3300021507,Aquatic,Marine,465448,112510,11182,122812,19.09532346
3300025389,Aquatic,Freshwater,465881,41858,1476,42636,19.0946923
3300024259,Aquatic,Marine,461291,233269,4915,234536,19.09100834
3300024048,Aquatic,Non-marine Saline and Alkaline,484617,180205,26389,180457,19.08892882
3300027653,Terrestrial,Soil,365835,3195,9978,11761,19.08589346
3300025418,Aquatic,Freshwater,466345,73184,2478,74322,19.08443486
3300025044,Aquatic,Marine,472537,292087,244671,309925,19.07833255
3300009979,Host-associated,Plants,469318,10769,19374,27155,19.07383885
3300017926,Aquatic,Freshwater,373585,13301,1169,14053,19.0722369
3300012042,Aquatic,Freshwater,442175,20927,2685,23071,19.07059373
3300024313,Aquatic,Marine,484427,185052,85843,199707,19.06888531
3300022907,Aquatic,Marine,451831,161597,12258,168735,19.06513374
3300020599,Terrestrial,Soil,474412,62426,102007,127714,19.06102112
3300025600,Terrestrial,Soil,366187,198661,2862,199933,19.05449003
3300025138,Aquatic,Marine,430728,17542,13020,21013,19.0543107
3300025050,Aquatic,Marine,487131,142040,81983,146041,19.05257041
3300007125,Host-associated,Human,663358,548309,465368,573963,19.05155083
3300026994,Engineered,Lab enrichment,205167,50536,21821,66059,19.05043903
3300009029,Terrestrial,Soil,446400,60480,2465,61526,19.04813554
3300007345,Aquatic,Marine,465960,55421,53739,66156,19.04748965
3300026192,Aquatic,Marine,470305,256734,46226,269914,19.04400543
3300020183,Aquatic,Freshwater,466106,104473,2153,105223,19.04179409
3300025097,Aquatic,Marine,480082,39531,20935,40799,19.04094261
3300009144,Host-associated,Plants,474736,6360,7447,11045,19.04059495
3300007640,Aquatic,Marine,457398,49131,46558,59600,19.03379206
3300025779,Aquatic,Freshwater,479097,78432,5251,81440,19.02469394
3300002174,Engineered,Biotransformation,459831,199739,27444,211931,19.0244734
3300017929,Aquatic,Freshwater,475827,260606,511,260773,19.02123522
3300027539,Host-associated,Arthropoda,401144,2845,1525,4254,19.02077026
3300025816,Aquatic,Marine,474003,225494,42395,233535,19.01862967
3300025586,Aquatic,Non-marine Saline and Alkaline,458902,203032,19036,203936,19.01456125
3300025141,Aquatic,Marine,465125,7081,3568,7193,19.01110136
3300018009,Aquatic,Freshwater,467764,199279,770,199678,19.00932128
3300025268,Aquatic,Marine,480326,117366,66149,123637,19.00924667
3300025413,Aquatic,Freshwater,462336,59819,4112,61994,19.00881729
3300025508,Aquatic,Marine,483396,66589,36078,76516,19.00781291
3300025099,Aquatic,Marine,485736,31211,16648,34248,19.00765543
3300025590,Aquatic,Marine,476631,254595,67325,266451,19.00579566
3300027391,Host-associated,Porifera,329357,207801,5581,208304,19.00570048
3300027670,Host-associated,Arthropoda,404057,872,1452,2266,19.0038433
3300013122,Aquatic,Freshwater,473693,248731,108691,272428,19.00242298
3300022847,Aquatic,Non-marine Saline and Alkaline,481672,246585,39069,247541,19.00174179
3300026516,Engineered,Wastewater,475862,23185,9786,28525,18.99581365
3300027328,Host-associated,Porifera,310071,213926,5208,214426,18.9916062
3300017788,Aquatic,Freshwater,454657,160392,8792,161889,18.98864563
3300023233,Aquatic,Non-marine Saline and Alkaline,482170,182608,20926,182763,18.98559299
3300012153,Host-associated,Fungi,480933,78457,104753,117547,18.98491703
3300025657,Engineered,Wastewater,476568,278726,64355,288475,18.98270011
3300025729,Aquatic,Marine,439731,271629,11590,273908,18.97560246
3300012091,Aquatic,Freshwater,460648,33488,1019,33956,18.97548469
3300014911,Aquatic,Marine,415720,41278,24047,64708,18.97444549
3300022832,Aquatic,Non-marine Saline and Alkaline,471860,94063,43052,105386,18.97285226
3300011401,Host-associated,Fungi,484394,21543,18845,29448,18.97005304
3300025806,Aquatic,Marine,465743,70443,27933,76397,18.96971524
3300021509,Aquatic,Marine,460101,118529,33462,150471,18.96553226
3300025267,Aquatic,Marine,446364,164110,88953,176624,18.96496917
3300020196,Aquatic,Freshwater,421754,157417,5980,161099,18.96223657
3300022867,Aquatic,Non-marine Saline and Alkaline,475601,62361,7531,68198,18.96221402
3300025735,Host-associated,Plants,465025,251807,308082,317225,18.96208591
3300017697,Aquatic,Marine,486727,119477,58041,135667,18.95947094
3300025601,Aquatic,Non-marine Saline and Alkaline,434467,103325,11032,108559,18.95567834
3300012865,Terrestrial,Soil,456360,268655,250326,364777,18.95353389
3300022882,Aquatic,Non-marine Saline and Alkaline,480744,172239,4880,172487,18.9473208
3300023242,Aquatic,Non-marine Saline and Alkaline,480998,61590,10501,62434,18.94465504
3300026208,Aquatic,Marine,461685,232900,55337,248966,18.94254174
3300025305,Aquatic,Marine,443007,157954,130255,164995,18.94232162
3300006879,Terrestrial,Soil,357884,47644,50228,86928,18.94182687
3300006498,Host-associated,Human,492308,369787,320979,396538,18.94154645
3300025605,Engineered,Wastewater,483913,296930,58802,302271,18.93935529
3300024344,Aquatic,Marine,456976,79518,15929,84829,18.93775089
3300017646,Terrestrial,Soil,479367,191641,82016,249745,18.9377147
3300013102,Host-associated,Plants,446244,143924,230079,248004,18.93262897
3300014913,Aquatic,Marine,409090,90468,16192,105823,18.92873611
3300012086,Host-associated,Fungi,480978,164965,6806,166585,18.92747307
3300026103,Aquatic,Marine,450164,34734,33849,41414,18.92225145
3300026124,Aquatic,Non-marine Saline and Alkaline,459125,100822,49074,131215,18.92140076
3300017470,Aquatic,Thermal springs,468278,59083,38181,65864,18.91585444
3300012087,Host-associated,Fungi,481525,7356,9604,14836,18.91166288
3300021483,Aquatic,Marine,471470,107765,20655,127027,18.90569052
3300027805,Aquatic,Freshwater,385084,35787,120483,135263,18.90530387
3300024226,Aquatic,Marine,484282,157530,77146,171447,18.90299218
3300005661,Host-associated,Plants,462205,10992,15691,16857,18.90296553
3300025382,Aquatic,Freshwater,473116,59053,1629,59614,18.8992949
3300017452,Aquatic,Thermal springs,456406,74823,4015,75597,18.89474404
3300027607,Aquatic,Marine,403840,1163,2824,2993,18.89407931
3300021591,Aquatic,Marine,452996,65832,12294,75644,18.88916148
3300022862,Terrestrial,Soil,443698,201426,255581,266904,18.88643593
3300025168,Aquatic,Marine,456334,18290,8140,24424,18.87712029
3300025671,Aquatic,Marine,463636,56166,56330,67010,18.87337334
3300025718,Terrestrial,Soil,445581,139576,9689,145054,18.87318029
3300012879,Terrestrial,Soil,454912,242187,158525,255576,18.86689431
3300021417,Aquatic,Marine,464531,199201,126826,228011,18.86628329
3300027380,Terrestrial,Deep subsurface,453088,98667,6962,101910,18.8659417
3300023252,Terrestrial,Soil,465071,203745,268147,283340,18.8647503
3300025663,Aquatic,Marine,454544,266693,13284,269417,18.8594915
3300020591,Terrestrial,Soil,477464,156133,215946,257744,18.8593218
3300025302,Host-associated,Plants,476071,313657,295066,382576,18.85756853
3300021419,Aquatic,Marine,467929,184370,63386,198891,18.85741498
3300012678,Aquatic,Freshwater,464364,24345,1587,25370,18.85646491
3300027026,Engineered,Lab enrichment,294244,144389,84230,147225,18.84818975
3300007346,Aquatic,Marine,466194,58334,56485,67562,18.83873794
3300022866,Aquatic,Non-marine Saline and Alkaline,480441,180994,23745,182818,18.82912434
3300012878,Terrestrial,Soil,456523,242308,210705,326841,18.82796429
3300025502,Aquatic,Non-marine Saline and Alkaline,446305,137673,12390,140904,18.82763141
3300026195,Engineered,Bioreactor,462058,298195,65584,308501,18.82402229
3300025618,Engineered,Wastewater,486175,296661,71722,307011,18.82102567
3300025546,Aquatic,Non-marine Saline and Alkaline,389794,103292,38983,122575,18.8210193
3300025435,Aquatic,Freshwater,462875,65173,3844,66522,18.82011957
3300020139,Aquatic,Thermal springs,454469,297919,31184,298742,18.82011201
3300025402,Aquatic,Freshwater,467170,102367,2749,103310,18.81778239
3300010368,Aquatic,Marine,437519,97544,69843,115640,18.81700144
3300018868,Aquatic,Freshwater,453888,108332,58459,155511,18.81633879
3300025613,Engineered,Wastewater,482783,330708,71672,333919,18.80440523
3300025376,Aquatic,Freshwater,478570,57225,959,57545,18.80066332
3300027689,Aquatic,Freshwater,450433,76657,17483,89086,18.79978193
3300025721,Terrestrial,Soil,469962,84238,3731,86932,18.79799363
3300017453,Aquatic,Freshwater,460332,127811,3528,129078,18.79722039
3300025631,Engineered,Wastewater,484036,292664,59837,298240,18.7966618
3300022912,Aquatic,Marine,473617,303136,3514,303764,18.79326956
3300025582,Terrestrial,Soil,464603,36389,4655,39650,18.79245291
3300025638,Engineered,Wastewater,483108,326556,80164,330010,18.79130685
3300022848,Aquatic,Non-marine Saline and Alkaline,481389,141882,39818,143761,18.78988566
3300025723,Aquatic,Freshwater,447648,36501,3186,37983,18.78905434
3300006301,Host-associated,Human,106976,57010,90008,95418,18.78857873
3300012151,Host-associated,Fungi,483493,204032,3162,205869,18.78440413
3300006456,Host-associated,Human,119360,94720,93862,105188,18.78182454
3300017449,Aquatic,Thermal springs,481964,111112,1572,111601,18.78108731
3300025292,Host-associated,Plants,298958,221428,155641,249686,18.78058664
3300025378,Aquatic,Freshwater,452218,58761,4123,60239,18.77312838
3300025381,Aquatic,Freshwater,474423,85829,1857,86812,18.76935294
3300008523,Host-associated,Human,896026,781218,620856,801379,18.76565473
3300022830,Terrestrial,Peat,465718,56422,5523,59333,18.75280493
3300025659,Aquatic,Marine,443581,278752,4053,279529,18.74838053
3300024504,Aquatic,Freshwater,469966,184008,117659,187671,18.74820869
3300026272,Terrestrial,Soil,467781,76420,100339,129456,18.74131831
3300025079,Aquatic,Marine,485280,151897,129659,166629,18.73806085
3300018815,Aquatic,Freshwater,461882,84395,61271,132667,18.73711951
3300012077,Host-associated,Fungi,485740,33775,26920,48143,18.73465962
3300015370,Aquatic,Freshwater,476227,22396,10182,28459,18.73170242
3300025483,Aquatic,Marine,441777,268727,71519,274597,18.72947075
3300025264,Aquatic,Marine,447257,249646,209593,259713,18.72765791
3300023243,Aquatic,Non-marine Saline and Alkaline,476135,137244,21223,142784,18.72731548
3300012081,Host-associated,Fungi,485034,17757,7763,23963,18.72715671
3300007793,Host-associated,Human,826006,705732,648005,749045,18.72686833
3300025400,Aquatic,Freshwater,463408,95366,2001,96046,18.71632636
3300025293,Aquatic,Marine,458139,153876,142272,188534,18.71406623
3300025282,Aquatic,Marine,441772,172320,153604,176561,18.71304624
3300025416,Aquatic,Freshwater,462838,75356,2814,77011,18.70264971
3300025236,Aquatic,Marine,479788,291886,213800,313195,18.70241293
3300012149,Host-associated,Fungi,486205,59087,17238,68821,18.70015475
3300023231,Aquatic,Non-marine Saline and Alkaline,478058,197071,64750,199540,18.69892072
3300025047,Aquatic,Marine,488321,123358,158984,198048,18.69483414
3300025572,Engineered,Lab enrichment,303997,225614,22245,228015,18.69347909
3300025430,Aquatic,Freshwater,465774,107100,3463,108067,18.69306198
3300025096,Aquatic,Marine,485620,29191,22425,33546,18.6887981
3300014153,Aquatic,Freshwater,473754,184210,696,184620,18.68826251
3300022836,Aquatic,Non-marine Saline and Alkaline,483156,232551,35642,234509,18.68731061
3300012165,Host-associated,Fungi,483742,206912,10870,211334,18.68705476
3300021502,Aquatic,Marine,454745,100097,5780,104860,18.68022452
3300025052,Aquatic,Marine,483589,197112,179848,213822,18.67918172
3300025777,Aquatic,Freshwater,472067,51295,3077,52754,18.67777663
3300022861,Terrestrial,Peat,453100,39553,1219,39961,18.675605
3300025423,Aquatic,Freshwater,465656,87899,2671,89022,18.67357244
3300012183,Aquatic,Freshwater,482077,22750,1858,24071,18.66990419
3300019093,Aquatic,Freshwater,470140,83769,50829,124737,18.66924342
3300012269,Aquatic,Non-marine Saline and Alkaline,480771,105230,21342,110445,18.66566999
3300008362,Host-associated,Human,548290,437997,407297,460837,18.66317842
3300025656,Aquatic,Marine,466734,280774,13450,284978,18.65995548
3300025571,Engineered,Lab enrichment,298164,228068,21734,230246,18.65992683
3300021343,Aquatic,Marine,484524,213870,63504,249668,18.65991762
3300012156,Host-associated,Fungi,482323,205715,10006,210075,18.65900166
3300012170,Aquatic,Non-marine Saline and Alkaline,482222,245667,121457,260283,18.6510903
3300012887,Host-associated,Annelida,472150,5409,399,5573,18.64397145
3300021341,Aquatic,Marine,474661,207730,61971,245326,18.63928057
3300027679,Aquatic,Freshwater,441085,89346,11445,96046,18.63907357
3300025370,Aquatic,Freshwater,480821,48102,2656,49102,18.63886212
3300021338,Aquatic,Marine,476846,245722,55651,273776,18.63465276
3300025265,Aquatic,Marine,398118,175004,43262,186910,18.63147901
3300025589,Engineered,Wastewater,484279,305407,58827,310452,18.62227602
3300025369,Aquatic,Freshwater,477579,67233,1842,67943,18.62195854
3300023237,Aquatic,Non-marine Saline and Alkaline,479960,141813,8713,143569,18.60969571
3300024971,Aquatic,Freshwater,392265,203041,48394,211669,18.60413137
3300027509,Host-associated,Algae,459628,131156,1532,132394,18.60387445
3300026219,Air,Outdoor Air,429520,157004,163495,186649,18.59685141
3300008618,Host-associated,Human,143819,83147,116880,121447,18.59106669
3300023232,Terrestrial,Peat,465427,46094,1074,46743,18.58667545
3300022902,Aquatic,Marine,476476,307894,3190,308553,18.58462849
3300017998,Aquatic,Freshwater,473930,264194,317,264294,18.5837831
3300018003,Aquatic,Freshwater,473011,228170,831,228705,18.58272228
3300004087,Host-associated,Annelida,478953,37924,3498,38780,18.58221054
3300012861,Host-associated,Insecta,455850,286010,117660,308783,18.58037939
3300006977,Host-associated,Human,22762,21615,22282,22363,18.57960297
3300026140,Aquatic,Non-marine Saline and Alkaline,459083,118767,54236,152941,18.57733293
3300025702,Engineered,Wastewater,484245,264164,88339,271874,18.57625623
3300026104,Aquatic,Marine,453977,11303,9440,12399,18.57289755
3300025048,Aquatic,Marine,480477,185992,165034,201410,18.56424154
3300012864,Terrestrial,Soil,456056,298890,244892,375204,18.56215176
3300012080,Host-associated,Fungi,484881,259033,209533,341249,18.55994025
3300025085,Aquatic,Marine,481131,33863,16626,36520,18.55291807
3300012060,Host-associated,Fungi,484100,209497,3512,211364,18.55095754
3300027114,Terrestrial,Deep subsurface,467899,86817,18588,98597,18.54826491
3300025216,Aquatic,Marine,483354,314649,198191,328295,18.54751789
3300011187,Aquatic,Non-marine Saline and Alkaline,481203,153558,29692,157929,18.5350313
3300002167,Engineered,Biotransformation,367214,228194,62033,243667,18.5342441
3300025122,Aquatic,Marine,458623,112046,105231,114851,18.53007603
3300025284,Host-associated,Plants,178989,143386,107871,157262,18.52474251
3300021416,Aquatic,Marine,471466,227615,156448,263976,18.5173752
3300018002,Aquatic,Freshwater,475625,245021,861,245513,18.51680743
3300012859,Terrestrial,Soil,460465,311590,197584,319496,18.51491747
3300025296,Aquatic,Marine,444543,252984,190002,268735,18.51229155
3300026194,Engineered,Bioreactor,474204,319656,86878,329479,18.50854491
3300025300,Aquatic,Marine,455023,198594,163137,203076,18.50818625
3300008081,Host-associated,Human,670726,582031,540489,606586,18.50751507
3300010156,Aquatic,Freshwater,472963,81900,40887,100320,18.50639219
3300008059,Host-associated,Human,207736,174876,183694,199845,18.50390061
3300023049,Aquatic,Non-marine Saline and Alkaline,482424,140858,3555,141319,18.49872474
3300011188,Aquatic,Non-marine Saline and Alkaline,475661,32096,8090,34878,18.49713201
3300012082,Host-associated,Fungi,479896,270467,135881,302684,18.49300032
3300026992,Engineered,Lab enrichment,222559,87168,37937,115392,18.49016224
3300025101,Aquatic,Marine,487403,20438,9575,21654,18.48886026
3300018790,Aquatic,Freshwater,452526,95994,41912,126839,18.48628166
3300022857,Aquatic,Non-marine Saline and Alkaline,482929,144676,12941,145714,18.47848398
3300018405,Aquatic,Freshwater,274072,48156,81775,99895,18.47145972
3300025781,Aquatic,Freshwater,466605,48784,1571,49512,18.46636581
3300025696,Aquatic,Marine,387522,249414,50304,255794,18.46157269
3300018411,Aquatic,Freshwater,289039,51265,92109,112277,18.45972853
3300021590,Aquatic,Marine,453836,68215,26514,93463,18.45303294
3300025298,Host-associated,Plants,465576,340682,205430,391416,18.44803517
3300023247,Terrestrial,Peat,452563,44941,1608,45253,18.44488937
3300012272,Aquatic,Non-marine Saline and Alkaline,475991,36261,8928,39343,18.44358925
3300025547,Aquatic,Marine,454113,307212,6593,308827,18.4365075
3300027642,Aquatic,Freshwater,443878,75325,15457,86819,18.43261401
3300022841,Aquatic,Non-marine Saline and Alkaline,471073,62912,23488,77513,18.43206232
3300012075,Host-associated,Fungi,482114,219395,294479,338056,18.42961703
3300027276,Terrestrial,Deep subsurface,456915,16415,32604,42320,18.42803135
3300025295,Host-associated,Plants,474037,300601,192857,370136,18.42752822
3300027628,Host-associated,Plants,464796,169701,243507,244163,18.42324671
3300025273,Host-associated,Plants,469064,341024,256858,401503,18.42201688
3300017467,Aquatic,Thermal springs,481890,59008,64417,91800,18.42049092
3300022844,Aquatic,Non-marine Saline and Alkaline,479253,165101,71973,167749,18.41944602
3300012854,Host-associated,Insecta,455125,253651,88307,290466,18.41628669
3300027672,Aquatic,Marine,480374,50808,14681,56855,18.41269092
3300012862,Terrestrial,Soil,452228,305395,154682,317251,18.41098742
3300011013,Aquatic,Marine,454701,23551,1997,24837,18.40107305
3300012148,Host-associated,Fungi,485108,230769,3374,233024,18.39974116
3300017501,Aquatic,Freshwater,471040,1287,732,1712,18.39940338
3300015048,Aquatic,Freshwater,418596,119381,3917,121930,18.39568927
3300006429,Host-associated,Human,18566,11679,16578,16961,18.39489818
3300027656,Aquatic,Freshwater,446060,67033,16041,79215,18.38830205
3300005326,Engineered,Bioremediation,383028,29710,4776,31983,18.38211403
3300025301,Aquatic,Marine,452083,224712,196461,230126,18.38132904
3300023239,Aquatic,Non-marine Saline and Alkaline,481352,256531,123657,261223,18.37736231
3300009381,Host-associated,Human,500985,426325,383515,443843,18.36957712
3300013025,Host-associated,Fungi,471157,50049,64644,70607,18.36883802
3300022821,Aquatic,Non-marine Saline and Alkaline,482046,126993,1815,127152,18.36811637
3300025660,Aquatic,Marine,454571,298437,5177,299259,18.36745438
3300025259,Aquatic,Marine,472664,302484,221160,319351,18.36585038
3300023296,Aquatic,Non-marine Saline and Alkaline,479438,191310,8311,191844,18.36313591
3300010277,Engineered,Bioreactor,397256,303245,84479,310324,18.3596395
3300008716,Host-associated,Human,845824,737978,631991,760535,18.35822629
3300025592,Aquatic,Marine,450593,290614,6520,292145,18.35237714
3300020079,Host-associated,Mammals,439598,26060,6454,30404,18.35223072
3300021587,Aquatic,Marine,451792,76511,15578,89479,18.34314866
3300004630,Host-associated,Annelida,466710,9227,2152,10294,18.34099154
3300025379,Aquatic,Freshwater,478075,67056,2454,67986,18.3408714
3300024302,Aquatic,Marine,473905,315881,12801,318844,18.33985266
3300021498,Aquatic,Marine,462447,84850,1313,85655,18.33972821
3300009766,Host-associated,Plants,466543,11871,114977,115341,18.33872888
3300012155,Host-associated,Fungi,484762,231957,7847,233400,18.33360598
3300024423,Aquatic,Marine,480278,68882,655,69249,18.32367935
3300013123,Aquatic,Freshwater,425738,180249,78095,217668,18.31862122
3300012162,Host-associated,Fungi,485009,212054,3297,213308,18.31850636
3300012268,Aquatic,Non-marine Saline and Alkaline,479823,251020,127243,274959,18.31776396
3300025039,Aquatic,Marine,486842,174670,142132,213013,18.31677852
3300025094,Aquatic,Thermal springs,452781,387741,41688,397334,18.30967565
3300017426,Terrestrial,Soil,443136,4357,757,4940,18.30542855
3300019742,Aquatic,Freshwater,471524,113097,5363,116731,18.3023633
3300025083,Aquatic,Marine,470249,16057,9239,18503,18.29886786
3300025250,Host-associated,Plants,372674,245360,94472,269547,18.29884469
3300008101,Host-associated,Human,883973,762139,662751,787558,18.2953023
3300025622,Aquatic,Marine,471432,293540,11217,297556,18.29261615
3300017418,Aquatic,Freshwater,467895,141179,8099,145674,18.29130035
3300012842,Terrestrial,Soil,436395,342024,191985,355739,18.28720256
3300027373,Engineered,Bioremediation,329746,94261,55818,106543,18.28662846
3300025643,Aquatic,Marine,476261,299707,11562,303346,18.28458347
3300026117,Aquatic,Marine,459092,48004,40915,52694,18.28176311
3300023244,Aquatic,Non-marine Saline and Alkaline,487260,222226,6738,222301,18.27693461
3300027714,Aquatic,Marine,477586,173675,4176,175252,18.27481275
3300025602,Aquatic,Marine,445017,300886,4004,301569,18.27428799
3300025133,Aquatic,Marine,476668,25066,15186,27181,18.27219537
3300012839,Host-associated,Insecta,460663,322748,98875,343120,18.26830046
3300018412,Aquatic,Freshwater,301563,52572,97623,116303,18.26705804
3300012070,Host-associated,Fungi,484698,19360,5463,23285,18.26615053
3300007797,Host-associated,Human,739795,655678,638332,682862,18.25289182
3300008260,Host-associated,Human,694062,637535,613489,653483,18.25096089
3300008404,Host-associated,Human,637427,496469,480438,512378,18.24527214
3300025354,Aquatic,Non-marine Saline and Alkaline,227747,124008,2603,125006,18.23333781
3300025597,Engineered,Wastewater,485889,290713,28134,295814,18.22998227
3300023228,Terrestrial,Peat,450578,33650,1060,34027,18.22904949
3300025534,Engineered,Lab enrichment,351055,223914,77477,237757,18.22742832
3300026293,Aquatic,Thermal springs,426175,241957,60694,244253,18.22713321
3300025045,Aquatic,Marine,488261,120506,75223,127389,18.22584664
3300027510,Engineered,Biotransformation,392816,236727,69599,252130,18.22507038
3300017406,Aquatic,Thermal springs,465335,93111,2468,95238,18.22198808
3300011185,Aquatic,Non-marine Saline and Alkaline,483330,263348,129733,281642,18.21703956
3300025299,Host-associated,Plants,471670,262406,195552,330557,18.21477512
3300021058,Engineered,Modeled,414264,6890,24813,28277,18.20963945
3300017925,Aquatic,Freshwater,477619,264431,1107,265225,18.20575639
3300025728,Host-associated,Plants,459696,193686,331928,343151,18.19729063
3300025514,Terrestrial,Deep subsurface,167053,81084,13569,86968,18.19330352
3300021326,Host-associated,Mammals,462487,278677,195630,326671,18.19249724
3300021488,Aquatic,Marine,466401,91195,50031,139564,18.19009131
3300025093,Aquatic,Marine,471098,169140,199551,212423,18.18201001
3300012085,Host-associated,Fungi,483290,272895,4830,273914,18.18039353
3300012144,Host-associated,Fungi,480116,123548,2828,125276,18.1637854
3300005858,Aquatic,Freshwater,407812,300995,40664,303522,18.16330483
3300012841,Host-associated,Insecta,454107,349996,131278,398662,18.16299121
3300012846,Host-associated,Insecta,450076,224212,94520,261094,18.16294931
3300011392,Host-associated,Fungi,483870,13778,4378,17028,18.16174801
3300012856,Terrestrial,Soil,458366,265835,264878,365943,18.16051027
3300004085,Host-associated,Annelida,453910,721,145,824,18.15321136
3300023238,Aquatic,Non-marine Saline and Alkaline,482409,276921,116261,278192,18.15160237
3300022845,Aquatic,Non-marine Saline and Alkaline,482510,324625,72182,325670,18.14933078
3300024327,Aquatic,Marine,474196,310303,14606,313408,18.14746251
3300007856,Host-associated,Human,16927,13839,14578,14614,18.14676047
3300025399,Aquatic,Freshwater,477141,39433,1255,39946,18.14325331
3300021049,Engineered,Modeled,399885,9336,614,9791,18.14103465
3300025348,Aquatic,Non-marine Saline and Alkaline,213735,129619,1931,130243,18.13729202
3300022852,Terrestrial,Soil,464719,187895,198230,235435,18.13675289
3300007949,Host-associated,Human,130954,51001,33048,67531,18.13381409
3300007650,Host-associated,Human,691871,583984,601325,627736,18.12366545
3300010372,Terrestrial,Deep subsurface,476688,172469,313916,329808,18.12295515
3300025078,Aquatic,Marine,464784,37585,22173,42943,18.1203482
3300025270,Aquatic,Marine,446866,257356,212871,277034,18.09815759
3300017817,Engineered,Solid waste,395592,141293,9441,147556,18.09388791
3300025525,Terrestrial,Deep subsurface,309718,16103,6274,19831,18.0855238
3300025528,Engineered,Lab enrichment,211537,112719,81600,162332,18.0833817
3300021318,Host-associated,Mammals,464569,258118,227791,348057,18.08201084
3300017996,Aquatic,Freshwater,468867,259373,761,259782,18.07874369
3300025277,Aquatic,Marine,437348,249894,222251,258450,18.07508608
3300017402,Aquatic,Thermal springs,457352,179723,192,179752,18.07487805
3300021059,Engineered,Modeled,415203,9980,967,10782,18.07025203
3300012845,Host-associated,Insecta,459858,291814,125056,311165,18.06870043
3300012139,Host-associated,Fungi,483736,36165,27364,45288,18.06846576
3300017532,Aquatic,Freshwater,467386,110609,2943,111884,18.06843615
3300025611,Engineered,Wastewater,483375,263904,80805,271671,18.06699607
3300014152,Aquatic,Freshwater,472867,239163,1186,240079,18.06614174
3300025693,Aquatic,Marine,467671,60513,7523,63611,18.05590103
3300026965,Engineered,Lab enrichment,233358,99509,20267,112376,18.05318805
3300026280,Aquatic,Thermal springs,424880,231938,100218,248857,18.0509821
3300014887,Aquatic,Marine,392478,60596,109,60651,18.04195928
3300025251,Aquatic,Marine,443555,272979,230334,278337,18.03298241
3300025042,Aquatic,Marine,480608,273070,221810,285045,18.03027174
3300027592,Engineered,Lab enrichment,450076,313774,12936,318687,18.02340172
3300014145,Engineered,Modeled,477049,7060,3061,9958,18.01934501
3300021319,Host-associated,Mammals,459381,278801,203444,357844,18.01586141
3300025071,Aquatic,Marine,481747,79379,16058,82631,18.0139899
3300021493,Aquatic,Marine,460539,90242,36390,125762,18.00944795
3300004094,Host-associated,Annelida,470482,4637,8675,9060,18.00760534
3300021047,Engineered,Modeled,412675,7997,641,8519,18.00577337
3300026989,Engineered,Lab enrichment,258428,49483,52985,90268,18.00563844
3300025065,Aquatic,Marine,482904,279803,162880,313217,18.00420394
3300021053,Engineered,Modeled,411550,8661,1359,9822,17.99801419
3300025471,Engineered,Wastewater,484385,308320,72936,317945,17.99782591
3300017429,Aquatic,Thermal springs,483358,57520,450,57793,17.99116431
3300012848,Host-associated,Insecta,431347,327019,138732,378352,17.99043298
3300025105,Aquatic,Thermal springs,460347,259189,20318,264736,17.98730971
3300010314,Host-associated,Annelida,480649,47946,351,48065,17.98147911
3300023060,Terrestrial,Peat,466352,6897,4781,9099,17.98026363
3300022888,Aquatic,Marine,475654,343115,3158,343843,17.97289617
3300025373,Aquatic,Freshwater,419270,323141,22775,323859,17.97235074
3300014146,Engineered,Modeled,474428,6423,774,7043,17.97178696
3300014701,Engineered,Built environment,830724,602056,528224,621544,17.96956522
3300010315,Host-associated,Annelida,478781,50574,384,50664,17.96890854
3300014500,Engineered,Modeled,473330,6641,730,7198,17.96827107
3300022859,Aquatic,Non-marine Saline and Alkaline,479612,294231,96103,295066,17.96823476
3300014151,Aquatic,Freshwater,476875,240298,711,240660,17.96521044
3300022181,Engineered,Modeled,404287,227671,123315,262649,17.96400312
3300007796,Host-associated,Human,751942,684693,502639,711754,17.96355791
3300012889,Engineered,Bioreactor,445066,238662,52968,248838,17.96260562
3300024324,Aquatic,Marine,476329,289099,16748,293056,17.95956912
3300014147,Engineered,Modeled,476470,8431,873,9131,17.95761437
3300012150,Host-associated,Fungi,482152,295209,2648,295970,17.95620089
3300012860,Terrestrial,Soil,454124,199044,170361,235855,17.9513085
3300017388,Aquatic,Freshwater,455778,2275,10407,11288,17.95031494
3300019371,Host-associated,Mammals,455191,210921,241577,327986,17.9478609
3300025584,Aquatic,Marine,438543,304524,2625,305106,17.94525283
3300012821,Terrestrial,Soil,457220,368293,272807,396893,17.94069228
